@ HyperIMU - ianovir
@ Date:Tue Aug 15 09:40:12 GMT+03:00 2023, Sampling Rate:100ms

bma4xy_accelerometer.x,bma4xy_accelerometer.y,bma4xy_accelerometer.z,oem_pseudo_gyro.x,oem_pseudo_gyro.y,oem_pseudo_gyro.z
-0.93195003,-0.89295006,14.656051,0.20955,-0.0042625,-0.3609375
-0.71400005,-1.6699501,13.012951,-0.313225,0.1115125,0.55
-0.80100006,-1.1389501,12.208951,-0.3480125,0.0169125,0.12155
-1.011,-0.93600005,10.861951,-0.1670625,0.0413875,-0.30415
0.64695,-0.64605004,3.9580503,0.0363,0.2561625,-0.6953375
0.71595,-0.63900006,4.44705,-0.057475,-0.2288,-0.3465
0.031050002,-0.27705002,6.972,-0.0743875,-0.491425,-0.0878625
0.80895007,-1.338,9.883051,-0.3557125,-0.2080375,1.3618
0.47895002,-0.46905002,9.89505,0.092675,0.0664125,0.042625
0.41205,-0.82095003,9.6,0.3771625,0.205975,-0.6582125
0.003,-0.85395,10.60995,0.0653125,0.0028875,-0.080025
-0.039,-0.48105,9.670051,0.1040875,0.10065,-0.070125
-0.00795,-0.79005,10.191001,-1.375E-4,0.007425,0.350075
-0.24795002,-0.33,10.014001,0.0125124995,0.0089375,0.19373749
-0.171,-0.43800002,9.918,0.0941875,0.020075,0.118525
-0.31500003,-0.15495001,9.736951,0.050049998,0.0155375,-0.1227875
-0.27600002,-0.10305001,9.63405,0.1434125,0.0908875,-0.1236125
-0.42495003,-0.061950002,10.024051,0.09625,0.0468875,-0.402875
-0.15405001,-0.20595,9.933001,0.0397375,0.003575,0.0254375
-0.15705001,-0.072000004,9.724951,0.032175,-0.02805,-0.296725
-0.291,0.093,9.495001,0.0097624995,-0.06655,-0.1247125
-0.28095,-0.08595,9.729,0.0380875,-0.01485,-0.1816375
-0.11595,-0.282,9.84405,-0.0028875,-0.0419375,-0.0253
-0.043950003,-0.26505002,9.68595,-0.079475,-0.022275,0.199925
0.06705,-0.61995006,10.167001,-0.0375375,-0.026675,0.013062499
-0.04695,-0.22200002,9.733951,-0.089237496,-0.061875,0.2828375
0.079050004,-0.47805002,9.861,-0.006325,0.0202125,-0.0482625
-0.030000001,-0.48795003,9.66495,-0.0506,-0.0037125,0.113025
0.08895,-0.040050004,8.568001,0.00715,0.0314875,-0.4310625
0.0049500004,-0.62700003,6.73005,0.1142625,0.0044,-0.4665375
-0.087000005,-0.624,6.32805,-0.1747625,-0.0180125,0.1577125
0.058050003,-0.96900004,7.1950502,-0.0895125,0.2044625,-0.033275
0.261,-0.35895002,8.632951,-0.076725,0.1596375,0.35694999
0.28305,-1.09095,11.521951,0.1538625,-0.1370875,0.1183875
-1.3369501,0.83205,12.460951,-0.028324999,-0.1307625,1.012275
0.29700002,0.90900004,15.235051,0.2825625,-0.0224125,0.2369125
0.07005,-0.39000002,20.16105,0.39421248,0.0196625,-0.15015
0.024,-0.79395,16.285952,-0.0427625,-0.0037125,0.28861248
-0.513,-1.1509501,12.898951,-0.2699125,0.0341,0.3480125
0.89595,-1.23705,10.773001,-0.223025,0.07205,0.2206875
-0.85095006,0.19800001,7.3549504,-0.2864125,-0.2209625,0.1662375
0.45795003,-0.27,4.566,0.17379999,0.11715,-0.7748125
0.82395005,-1.0000501,6.4860005,0.1131625,-0.1683,-1.1209
-1.0159501,-0.37605003,6.2590504,-0.2915,-0.47808748,-0.0154
0.35505003,-0.43800002,7.2739506,-0.441925,-0.253275,1.0813
-0.82905006,-0.43095002,10.287001,0.116875,0.19415,-0.0616
0.33795002,-1.1179501,10.086,0.055275,0.2228875,0.103125
-0.58500004,-0.61200005,9.74895,-0.0548625,-0.11165,0.42955
-0.54,-0.51000005,9.1380005,-0.01705,0.1076625,-0.0449625
-0.79800004,-0.462,9.109051,0.01265,0.100925,-0.23333749
-0.441,-0.52605003,9.399,-5.5E-4,0.0848375,0.0699875
-0.24300002,-0.59595,9.80805,0.07315,0.087175,-0.337425
-0.44400004,-0.69105005,10.053,0.0792,0.0297,-0.27101249
-0.693,-0.55005,10.17195,0.0033,0.0374,0.09185
-0.51105005,-0.43095002,9.535951,-0.0050875,0.02145,0.043449998
-0.47505003,-0.37305,9.415951,0.0166375,0.0165,0.00825
-0.291,-0.61005,9.865951,0.0207625,-0.0023375,-0.124437496
-0.54405004,-0.32505003,9.835051,-0.0176,-0.0468875,0.029424999
-0.47700003,-0.80895007,9.990001,0.045649998,0.0270875,-0.114125
-0.63495004,-0.50505,9.607051,-0.0314875,0.0716375,0.0297
-0.43395,-0.39900002,9.559051,-0.0119624995,0.031625,-0.10725
-0.26895002,-0.70095,10.017,-0.0022,-0.0798875,-0.0386375
-0.20505,-0.73200005,9.8230505,-0.0290125,-0.0759,0.0518375
-0.52995,-0.35595003,9.54705,-0.0033,-0.0455125,-0.121825
-0.16905001,-0.51705,9.595051,0.0545875,0.015675,-0.0452375
-0.32895002,-0.33495003,8.413051,0.07205,-0.0493625,-0.16665
-0.46500003,-0.86595005,7.5420003,0.0055,0.0499125,-0.1252625
-1.0180501,0.42495003,6.5869503,-0.1887875,0.0710875,0.2685375
-0.22095,-0.043050002,6.4810505,0.488125,0.3009875,-1.1980375
-1.2360001,-0.52905005,8.10705,-0.0339625,-0.1131625,0.1230625
-1.1520001,-1.3260001,10.29705,-0.5649875,-0.108625,1.510025
-1.5979501,0.60495,11.09895,-0.4214375,-0.144925,1.4265625
-1.2240001,0.54,11.853001,0.495,0.100925,-0.460625
-0.68295,-0.19395001,13.650001,0.522775,0.09735,-0.552475
-1.131,0.56700003,15.325951,0.21573749,0.0638,-0.0174625
-1.00605,-0.12705001,15.498001,0.14973749,-0.0495,-0.309375
0.35700002,-0.87795,13.477951,-0.1332375,-0.050325,0.0034375
-0.38205,-0.483,12.216001,-0.3232625,-0.32725,0.34141248
-1.57095,0.231,6.6610503,-0.1676125,-0.0565125,0.089375
-1.02795,0.19800001,5.3370004,0.0251625,0.32945,-0.10505
0.50100005,-0.624,5.1720004,0.02475,0.0191125,-0.7264125
-1.8730501,-0.37305,5.00895,-0.2979625,-0.319825,0.20899999
0.69705003,-0.024,8.21205,-0.17545,0.167475,0.9153375
-1.14795,0.078,9.94995,0.3064875,-0.2998875,-0.1412125
0.18195,-0.62895006,10.28505,0.3262875,0.209825,-0.424875
-0.40095,-0.009000001,10.057051,-0.0286,0.0237875,0.0303875
0.252,-0.52905005,9.95895,0.132825,0.126225,-0.304975
0.003,-0.47400004,10.017,-0.0881375,-0.08745,0.339625
-0.17295001,-0.07395,9.574051,-0.0495,-0.02035,0.0561
-0.10395,-0.36600003,9.97605,0.0653125,0.0389125,-0.1868625
-0.003,-0.23895001,9.780001,0.016224999,0.033825,-0.3113
-0.10605001,-0.28905,9.97605,0.05335,0.0154,-0.4404125
-0.066,-0.15495001,9.780001,0.024475,0.02145,0.1984125
0.043050002,-0.22005,9.84405,0.001375,-0.0319,0.1967625
-0.042000003,-0.15300001,9.79905,0.0105875,-0.0686125,0.0092124995
-0.042000003,-0.162,9.780001,0.01045,-0.0270875,0.0539
0.12195001,-0.26295,9.8539505,-0.0207625,-0.0301125,-0.2633125
0.10305001,-0.246,9.52095,-0.0078375,-0.009075,-0.01375
0.02205,-0.22905001,9.8230505,-0.0193875,-0.029424999,0.163075
0.0049500004,-0.17205001,9.969001,0.0044,-0.0143,4.125E-4
0.15795001,-0.41895002,9.715051,0.059675,0.0455125,-0.2039125
0.216,-0.097950004,9.247951,-0.0598125,-0.0361625,0.1219625
-0.049050003,-0.31305,8.11095,0.0031625,-0.018975,-0.4170375
0.20895001,0.025950002,5.1720004,-0.014575,0.10065,0.02145
0.34005,0.18795002,5.83995,0.0587125,-0.025575,-0.2264625
0.62295,-0.83295006,8.17095,0.0517,-0.08855,-0.0749375
